beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_palette,review_overall,review_taste,review_profileName,review_aroma,review_text,review_time,sentiment_score
6.8,7183,641,Verhaeghe Echte Kriek / Echte Kriekenbier,Flanders Red Ale,4.0,4.0,4.0,4.0,tavernjef,4.0,"Nice deep glowing russet rose color with a thin, light tannish head with a bit of off-pinkish tone to some of it in thicker areas. Fades fast to a thin ring and lace in fast dripping strings and spots. Smell is a souring cherry tinge and wild oaky sweetness with some yeasty meat-like bacon notes. Taste has a quick hold of souring cherry, substantially biting and sweet oakyness with a nice little tart kick. Notes of yeasty uncrisp bacon laying on the side of the oak character, kinda weird but nice. Simple and pleasing, not a overbearing cherry fruitness, just alot of cherry character in the sour and tart areas which it has a good portion of. Pretty full feel upfront with a quickening hit of souring then eases out and finds lots of tart cherry dryness and oaky sweetness. A pretty decent, quite powering little brew, a pleasure to drink. Another thanks goes out to jeffboo for the bottle.",1066616004,0.699999988079071
5.0,43341,1628,Southampton Altbier,Altbier,3.0,3.0,2.0,2.5,Ricochet,3.0,"A: Light brown, little head and lace. Barely visible carbonation. S: Slight raisin, mostly malt smell. Nothing to talk about. M: Water with a little sticky malt, faintly bitter aftertaste. T: Carmel malts,....and I'm trying to come up with anything else, but maybe a twinge of licorice, but, that may be stretching. A little rusty water. D: My impression is, well, like a macro. Drinkable, but I'd want something that has more flavor.",1236653297,-0.30000001192092896
4.5,2709,156,Alpine Glacier Lager,American Pale Lager,3.0,3.5,3.5,3.5,BeerCon5,3.5,"Pours a clear, bright golden color with a thin amount of fluffy white head. The scent is of earthy hops and some grain. The taste is of roasted malt, earthy hop notes, yeast and grains. Light bodied, smooth and very crisp, high carbonation. This is a pretty decent lager, the flavor is light but not watery. Overall a good choice if you're looking for something light and refreshing.",1298232832,0.699999988079071
5.0,2557,388,Cantillon Rosé De Gambrinus,Lambic - Fruit,4.0,4.0,4.0,4.0,jwc215,4.5,"12 oz. bottle poured into a tulip glass, carefully leaving the sediment behind, as per the instructions on the label. Poured a deep rose color with a thin lace that became a swirled lace that remained for most of the drink. The smell was of tart sourness with a background of raspberry. The up-front sourness was quickly taken over by fresh, crisp raspberries in a champagne-like texture. With each sip, the tartness was balanced by raspeberries that seem that they were just picked. It left a clean, crisp raspberry tartness in the mouth, but as the drink went on, a dryness was left that was akin to the dryness left by a fine, dry champagne. This is a fine ""sipping"" treat, so long as you are really in the mood for raspberries - a classic of the style.",1152110579,0.30000001192092896
5.0,35134,3,Pecan Harvest Ale,American Brown Ale,3.5,4.0,3.0,2.5,PatrickJR,2.5,"Poured from a 12 oz bottle into nonic pint glass. A - Clear copper, not brown at all, with a two finger, light tan head. Retention is decent before falling to a thin film with a thick collar. Some lacing. S - Very nice. The aroma from the pecans is subtle but noticable and mingles well with the expected toasty, caramel, and slightly toffee aromas from the malt. T - Very surprised at how weak and mild this is. There's a slight toasted graininess that makes up most of the flavor with very little dimension. An earthy bitterness kicks in late palate; uninteresting at best. The best part of this brew is the nutty aftertaste, just like the bottle says. M - Certainly not a brown, and certainly not anything that makes this beer any better. Light bodied, high carbonation, watery near the end. Some real flavor might actually come through if the carbonation were tamed and the body was fuller. D - It's light and fairly flavorless, not a horrible brew to down but nothing worth revisiting. I've actually been bumping the score down over the course of this review because nothing about this brew has grown on me. Very average. Pecan ale? No. Brown? Not even. I don't quite know what Abita was going for here, but to tout about using real pecans in the brewing I've had plenty of beers with more nutty flavor than this...and they didn't use nuts in the brewing.",1221894157,0.0
10.0,65937,16866,Provisions Series: Cuádruple,Quadrupel (Quad),4.0,3.5,4.0,4.0,Mora2000,4.0,"Thanks to bu11zeye for sharing this bottle. The beer pours a brownish-amber color with a tan head. The aroma is about what you would expect, with a lot of dark fruit - mainly raisins and figs - as well as some toffee and a little bit of alcohol. I get a lot of dark fruit and toffee in the aroma, as well as some chocolate and some candy sugar. The beer is fairly balanced - not too sweet but not too dry. Medium mouthfeel and medium carbonation.",1304784046,0.30000001192092896
5.0,31,22,Blanche De Chambly,Witbier,3.0,3.0,3.5,3.0,zdk9,3.5,"A- Pours a hazy pale yellow with bubbles bursting out the top. The finger of tight head dies rather quickly and doesn't leave a trace. S- There's a good amount of wheat in the nose, and along with it some yeast. The yeast is a lot like rising bread, or proofing baker's yeast perhaps. T- The taste is as wheaty as the smell but there's some nice additions. The yeast flavor comes out significantly more here and way more Belgian character than it did in the nose. I can also pick out the orange with some careful inspection- the rest of the spice profile is harder to find. M- Very carbonated, and very sweet. Not really the feel to my liking. D- I'm not the biggest fan of witbiers in general. This one is quite interesting with the strong Belgian yeastiness, but it also just doesn't strike my palate as an amazing beer. A good one for sitting on the porch with on a hot day though.",1223350166,0.10000000149011612
5.3,30714,773,Elm City Schwarzbier,Schwarzbier,3.5,3.0,3.5,3.5,nhbrewlover,3.5,"Dark in color, slight head which dissapated rapidly. Slightly burnt flavor with sweet undertones, sort of a dark chocolate undertone. Thick feel and lightly carbonated. Definitely drinkable, quite able to stand on it's own if necessary. Went well with the burger I ordered.",1149541670,0.20000000298023224
7.5,15881,694,Tröegs Nugget Nectar,American Amber / Red Ale,4.0,4.5,5.0,4.0,beerthulhu,5.0,"A: Poured a clear copper-orange with a slight sudsy white head. Visible carbonation was very soft. S: The nose was perfumy and flowery, with a huge, fresh tropical fruitiness (citrus, pineapples). The aroma was soft, very refined and smooth. Honestly one of the best smelling ipas ive come across. F: sweet/bitter citrus, with fresh flowery hops of tropical fruit (pineapple, mangos) and fresh orange juice. The hopping takes center stage here, was well rounded, refined and very smooth providing a mouth watering lacing. Unlike other highly hopped west coast ipas, this one was not coarse but very smooth in nature. The fruity pineapple, mangos and citrus hopping made you feel you were drinking a spiked orange juice. Overall a hop heads delight. M: The mothful was medium with fresh flowery citrus and pineapples leaving your mouth quenched with a tropical fruitiness. The beer was lightly carbonated with a smooth texture. D: An incredibly balanced ipa with a magnitude of fruity hoppiness will make you wishing you can drink this all night. Case worthy by all means.",1203465334,0.5
6.1,4069,688,Newport Storm Maelstrom IPA,American IPA,3.5,3.0,3.0,3.0,bigone4,3.0,Light smooth tasting IPA. Very drinkable and pleasant to the palate. Not to overpowering with hops but nice clean hop finish. Smells fruity and floral with some yeastiness. Yellow/golden clean and clear beer in color. Clean white head very little lacing of the glass. Nice after taste mild bite not to strong of an IPA. Toned down IPA but worth drinking. Good overall offering of this style beer. Maybe more hops adn unfiltered may pick this offering up a bit. Give it a nice hop kick and you may have something here. Not bad but not the best. I enjoy a milder IPA sometimes and this one is it.,1152206405,0.6000000238418579
,18212,1060,Hazel Dell Honey Ale,American Blonde Ale,3.5,3.0,3.0,3.0,RedDiamond,3.0,"Though its alcohol content is unknown, my server at Hazel Dell informs me that this summer seasonal is their lightest ale. It is bright sunny yellow with a slight haze and shows ample carbonation, lots of lace, and the soft pillowy head characteristic of Hazel Dell's beers. It places no emphasis on aroma and is reasonably clean compared to other beers of similar design. Honey Ale's overall temperament is modest in scope, but its casual wash of honey sweetness is not without charm and the beer effectively delivers summertime refreshment value.",1087871627,0.6000000238418579
12.0,60511,1199,Founders Nemesis 2010,American Barleywine,4.5,4.0,3.5,4.0,BierFan,4.0,Poured from a 12 ounce bottle into a tulip glass. Appearance: Half finger of khaki colored foam. Body is black like a stout. Smell: Fruity hops with some dark malt coming through. Molasses from the malt and tropical fruit from the hops. Taste: Mostly molasses with a little coffee from the malt. The hops give a nice bitterness with orange and tropical fruit flavors.,1283664427,-0.10000000149011612
11.3,645,207,Trappistes Rochefort 10,Quadrupel (Quad),3.0,4.5,3.5,4.5,chaz410,4.5,"Pours a very hazy amber-brown body with little kakhi head. Smells of plums, candied sugar and molases. Hints of caramel and some sweet apple ring out. Taste is full of dark fruits. Slight cherry, plum, raison and dates fill the palate and some nice crystal malt based caramel come through at the end. Its mouthfeel is smooth and silky but still a little abrasive.",1298957047,0.0
9.5,12051,1627,Raven's Eye Imperial Stout,Russian Imperial Stout,3.5,4.0,3.0,4.0,maximum12,4.0,"A bomber split with the wife that said kind wife bought for me for my birthday. Is there anything better than a wife that gets you a box of beer for your birthday AND your anniversary? Didn't think so. Pours pitch black with no fizz to speak of, not even a cute little tan or white ring. Reeks of alcohol & black licorice. Raven's Eye is dominated by the taste of black licorice, which I don't believe I've ever tasted in a brew before. Along for the ride is a hefty box of chocolate, gritty roasted dark grains, & a splash of espresso. My only real complaint about this one is that it's extremely filling, after about two ounces I'm feeling the nooks & crannies in my tummy starting to fill up with dark stout goodness. Style-appropriate thickness that coats my tongue & mouth. Very good beer. Not tasty enough to crack the upper echelon of imperial stouts, but an original take on the style & certainly quaffable.",1255135137,0.20000000298023224
5.9,1881,35,Samuel Adams Old Fezziwig Ale,Winter Warmer,4.0,3.5,3.5,4.0,Chaney,4.0,"A: Winter warmer dark brown look, with a frothy winter warmer head. Color was that typically found in a winter warmer. S: It had a rich winter warmer malt bill, with roasted chocolate and caramel malts. It smell like a winter warmer wrapped up in tons of spices: cinnamon, ginger, and orange. T: This tasted like a mild winter warmer. It had a truly winter warmer-like taste.... Sam Adams profile to be exact, with a good bit of spiciness that reminded me of a winter warmer. M: This definitely had the carbonation, frothiness, and spiciness of a winter warmer, along with the sweetness that only a winter warmer can bring to the table. O: This tasted like a winter warmer... produced my Sam Adams.",1321414324,0.20000000298023224
5.5,8608,411,Stoney Creek Double Chocolate Ale,American Stout,3.0,3.0,3.0,3.0,maxpower,3.0,"Pours a clear dark reddish-black, small brown fizzy head that doesn't last long, not much lacing either, aroma of dark chocolate and coffee. Medium bodied with a soft and creamy mouthfeel. Smokey coffee and chocolate flavors, finishes a bit sweet, an average stout that is worth a try.",1123528055,0.30000001192092896
7.5,55278,17981,Jai Alai IPA - Papaya,American IPA,4.0,3.5,3.0,3.0,korguy123,2.5,"750ml into tulip. Thanks to silverX for this. If this is the same batch he reviewed this would make it a 7 month old bottle. A- Slightly chill hazed copper pour. Booming 3+ finger off white head. Tiny carbonation bubbles shooting to the top everywhere. Lacing is just sheeting around the glass. S- Slight pine and floral notes. Papaya is there but very subdued. There is a slight alcohol presence with a sweet malt backing. T- Pine and floral hops up front again. A strange medicinal taste which I can only attribute to the papaya with a bit of the alcohol. There is a lingering papaya aftertaste in my mouth that won't go away. It's a juicy papaya aftertaste that changes to a dry rind feeling/taste. It's far from off putting just very strange. M- Medium bodied, lively carbonation, slight alcohol warmth. O- I'm not super impressed. It's different for a change but I'm not sure that papaya is the go to IPA addition. Mind you this isn't fresh I can only imagine how different it was than.",1318892300,-0.10000000149011612
6.8,1904,140,Sierra Nevada Celebration Ale,American IPA,4.0,4.0,4.5,4.0,bluegrassbrew,4.5,Pours a nice copper color with a good creamy head that leaves a nice lacing. Smells of hops and freshness. Very good taste. Hoppy. Some hints of grapefruit perhaps. Finishes very clean and is highly drinkable. The high alcohol content is masked very nicely. Another great selection from Sierra Nevada.,1163225053,0.6000000238418579
6.5,3680,877,River Horse Hop Hazard Pale Ale,American Pale Ale (APA),4.0,4.0,4.0,4.0,jtierney89,4.0,"Got from Spirits as a single bottle which means its probably been sitting around for a while (as that's really the only singles that every spirits in nj sells) Besides a faint skunk smell though the beer still seems good. Pours a golden amber color with a two finger white head thats nice and sticky. Very clear. After the slight skunk resides I can pick up some tobacco, and earthy herbalness and an underlying dried fruit taste. Big body for a pale ale. Bitterness is decent. Chewy like graininess up front with a biscuit like sweetness. Some tobacco flavors on the back end which mask an underlying fruitiness. On the darker side of bright tasting but still bright none the less. Malt body holds the hops together pretty well. Stella lacing. Nice and different in the fact that it shows some earthy qualities yet manages not to taste like a barnyard. The faint fruit taste that's there manages to balance this earthiness but not with the normal tropical fruits I'm used to. Pretty different and packs quite a lot of flavor for a pale ale. Flavors are layered very nicely. I did enjoy this.",1325821991,0.5
12.0,55900,1199,Founders Nemesis 2009,Wheatwine,3.5,4.5,4.0,3.5,brystmar,3.5,"2009 bottle poured into a pint glass. Golden orange, slightly hazy, minimal white head. Sweet malts, wheat, maple syrup, and barrel aged booze in the nose. Wheat & sweet malts with a hoppy backbone. Pretty sweet, almost cloyingly so, but enjoyable to my palate. Boozy on the way down, leaving your throat tingly. Light to medium bodied and surprisingly creamy. Carbonation stings the tongue. Not my favorite Founders brew but solid nonetheless.",1317437869,0.10000000149011612
4.62,851,302,Michael Shea's Irish Amber,Euro Dark Lager,3.0,3.0,3.0,3.5,AtLagerHeads,3.5,A beautiful shade of deep reddish amber. Minimal head was coaxed up to one finger height. The tan head lasted but a minute or two. Virtually no lacing effect whatsoever. The nose was lightly malty with some grain sense. A good smooth feel with enough carbonation to finish very crisply. The taste is very full of bready good flavors and enough hops to balance off the sweetness. Decent dark lager.,1050867574,0.30000001192092896
5.0,36316,388,Cantillon Blåbær Lambik,Lambic - Fruit,5.0,4.5,5.0,5.0,rudylaw,4.5,"Huge thanks to Sean for busting out this 750 at that insane tasting we will all talk about for years. This is the second of two beers I made sure to note that night. Pours a bluish/purple with a beautiful, foamy head. Naturally, lots of blueberries in the nose. Me, not being a sourhead, was a little anxious with this, but I didn't pick up much funk. Just juicy, farm-fresh blueberries. I seem to get more of a mixed berry whiff a bit later. I guess there is a slight vinegary component here but not enough to turn me off. This is tart! Definitely a tad mouth-puckering. I'm getting oakiness and some leather hits, but I can't separate from those delicious blueberries! Perfect, medium carbonation. I could drink this all mother loving day. This beer is everything I was led to believe it was. Refreshing, gorgeous, mesmerizing. Dare I say it's a gateway sour? Good luck finding this particular gate again though.",1273328313,0.30000001192092896
5.0,1167,81,Heineken Dark Lager,Euro Dark Lager,1.5,2.0,2.0,2.0,DogFood11,2.0,"Red beer, medium carbonation, thin white head that fades never to be seen again. crystal clear. smell was of light sweet malt, lots of similarities to an Irish red. There is an added depth in the taste, sweetness has a caramel lean to it although I'm admittadly reaching. Really no hop presence and I wasn't expecing one so this came through in the clutch. If you like soft malt profiles, innoffensive, uneventful brews this is worth a shot. Whoa back up the bus, It's been a while since I've been on a blah beer streak but this makes 2 in a row that just have me wondering.",1142572354,0.20000000298023224
4.2,44233,2171,Endless Summer Ale,English Pale Ale,3.5,3.5,4.0,3.5,BretSikkink,4.0,"Comes served in a pint glass, can be seen straight through as it's a yellow color with some hints towards orange. White, tiny-bubbled head has nice stick, leaves only a little lace. Some streamers for most of the time. The aroma is pleasantly floral in hops, with a light hint towards pale malt/grain sweetness. I like what's there but would want it a bit more present. The flavor really hits it for me; this is what I meant about presence. The hops are full-flavored up-front, very floral and crisp, much like their 8th Street. The herbal character is there too, dragging the hops into the back end of the beer. The finish is very light, showcasing a Pilsner-style malt which is unobtrusive but adds a bit of a dimension to what is otherwise rather overly carbonated. Overly is a harsh word, as this is meant to be a quenching ale. I should say that there is a lot of carbonation, and that the finish is dry and quick. Not much aftertaste besides a general beery sweetness. I thought this quite a good summer ale, with enough hops to make it interesting but otherwise light enough not to be sticky and overbearing. My guess would be around 5% abv, but it wasn't listed.",1218310861,0.10000000149011612
4.8,2679,132,Younger's Special Bitter,English Bitter,4.0,4.5,4.0,4.0,goindownsouth,4.0,"Yet another nice find at JP O'Malley's in Allentown on 1.28.05... I confess, I was rather surprised by the sublime characteristics of this brew. While the color and head left me wanting a bit more, the floral nose and complex yet not overly busy tast of this brew made me change my tune in a hurry. Good hops body in this one, more than I ever expected, and in a good way. A solid find and, if nothing else, a possibility as a ""session"" brew... Prosit!",1107017054,0.699999988079071
9.0,15813,73,Great Lakes Blackout Stout,Russian Imperial Stout,4.5,4.0,4.5,3.5,TheFightfan1,4.5,Poured into a snifter. Poured an opague black with a nice creamy light brown heading. Left tremndous lacing all throughout. Smell has a heavy coffee aroma.Bittersweet chocolate aroma with a touch of smoke. Taste does have the same bittersweet chocolate as in the aroma. Middle in is a slight molasses touch with a wood taste.There is a slight hot booze finish that leaves a little burn down the throat. Hops do make there presence known. Mouth is mid-full bodied. Great carbonation. Somewhat gritty on the palate not velvety texture that I am used to. Damn I would really like to try the barrel aged version of this brew.,1288741396,0.0
9.2,24071,68,Gonzo Imperial Porter,Baltic Porter,4.0,4.5,4.5,4.0,thekevlarkid,4.0,"This inspired by Hunter S. Thompson brew was an opaque black color through which not even sunlight would pass with a thin brown head. The retention was poor but the lacing was pretty good. The aroma was rich, sweet malt, milk and dark chocolate, toffee and hints of coffee. The flavors were at first quite sweet as well with caramel, toffee and chocolate as well as some ALC esters that appeared as it heated up. Roasted malt, coffee and bitter hoppiness came forward towards the end, the coffee especially on the long finish. The alcohol heat was well concealed and the effect was generally complex. The mouthfeel was excellent, smooth and perfectly carbonated. My only complaint was it was just a little bit oily. Still, as solid example of the Imperial/Baltic Porter.",1233188321,0.30000001192092896
5.5,30855,35,Brewer Patriot Collection - Traditional Ginger Honey Ale,Herbed / Spiced Beer,3.5,4.0,3.5,3.0,soulgrowl,3.5,"Appearance: Medium-sized white head made of uniformly medium bubbles that retains fairly well, leaving wispy, mottled lace above a beer that looks exactly how you'd think it would look from the name. Smell: Honey and ginger, sweet and subdued, with ever-so-slight whiffs of light malts and fruity (apple) yeast, and lemon rind. Taste: Very, very sweet and naturally very British in character, with light diacetyl, prominent honey and a slight dry tang from the lemons. The ginger is pleasant and subdued, lacking any kind of sharpness or bite that I really enjoy in fresh ginger. Mouthfeel: Thin, slick, and kind of flat. Drinkability: Interesting and different and not bad, but too sweet and flat to make me want another. An excellent beer for cooking, though - it would work well with pork, chicken, desserts, possibly even in a salad dressing.",1153098177,0.30000001192092896
6.2,44888,392,Harvest Ale,American IPA,4.0,4.0,4.0,4.0,Seanibus,4.0,"Pours clear with a gorgeous white head, fluffy and sticky. The aroma is surprisingly wheaty, with an earthy, herbal hop note. The flavor is mildly malty with a herbal, earthy hop spice amd that same wheaty bite, which is unexpected. There is some tasty, biscuity malt and a sharp hop note on the tip of the tongue. The mouthfeel is surprisingly smooth and velvety.",1289779336,0.800000011920929
5.0,32661,765,White Oak Weissbier,Kristalweizen,2.5,2.5,1.5,2.0,northyorksammy,2.0,"No head on dark orange tinged yellow. Smelled and tasted like apple juice, spiked. Thin and harsh acidic . A step above drain pour. Why brew this? Charity sucked me in.I'm the one to bring it all the way to the Ohio gathering, I'm the one to blame.",1163301116,-0.4000000059604645
5.0,22506,3453,Sarajevo Beer,Euro Pale Lager,3.0,1.5,2.0,2.0,lacqueredmouse,1.5,"Pours a clear golden colour, quite mirrorlike, with a fine bubbled but slightly filmy head of pure white foam. Some decent lacing. Not stupendous, but very pleasing to look at in the glass. Unpleasant over sweet corn characters on the nose. Hints of cooked veggies and sugar water. Rice is also quite possible. Very unpleasant, and appallingly insulting after the reasonable looking appearance. Thin, but some how glutinous and weak in the mouth. Texture reminds me of someone else's saliva. Some fizziness, and a hint of weak rice or maize sweetness, but it's incredibly thin nonetheless. Back palate leaves a vaguely unpleasant organic bitterness in my mouth - I can't help but think that it's what the floor of a chimpanzee's cage would taste like. Very unpleasant. Mouthfeel has that odd gelatinous character to it. It's not good, but it adds some interest at least. No, not for me - very thin, very weak, devoid of character, and not even particularly refreshing for a hot summer day. I only save it from utter annihilation because I have had some truly offensive beers in the past, and this doesn't have enough character to be truly repellent.",1250656031,-0.30000001192092896
7.5,15881,694,Tröegs Nugget Nectar,American Amber / Red Ale,4.0,4.0,4.5,4.5,schmoopsbeer,4.5,"Thanks to captinredbeard and scotvega18 for hooking up the nugget nectar. you guys rock poured into tulip Color: Like the type of beer, it pours an amber color with hints of orange. This beer is well carbonated and leaves behind some decent lacing. A dime thick head sits a top of this beer. Nose: A wonderful hop bouquet. Floral and light citrus. Some orange and lemon appear in the background. Palate: Excellent mouth feel! Balanced and with some good bite. I get some caramel blended in with the nice hop body. Mellow citrus come in waves. Finish: Short but full of flavor. Not complex but nicely layered with all its components. Great all around beer!",1305695227,0.5
6.0,8954,388,Cantillon Saint Lamvinus,Lambic - Fruit,4.0,4.0,4.5,4.0,tempest,4.0,"Picked up a bottle at Abe's Cold Beer for $25. Honestly, this was a good beer, but not my favorite Cantillon. It poured a grape-juice colored purple-red with a short head. The beer drinks like a very dry red wine and isn't quite as sour as a lambic or gueze, but it still certainly on par with the good fruit lambics. I think the grapes here have overpowered a lot of the funkier elements, making this beer reminds me more of their framboise. I'd say this beer is worth a try if you can afford it.",1246202433,0.10000000149011612
,26912,1074,Hop Doctor,English India Pale Ale (IPA),3.5,3.5,3.5,3.5,PatandDavid,3.5,"Had on tap at 'bones (thanks for always bringing in the NW beers). Tawny auburn color topped with a 1/4 inch tan head. Low piney aroma. Nice and hoppy, but a bit mild as well. Large but mellow carbonation carried the hops throughout the beer. Enjoyable.",1141047338,0.30000001192092896
5.95,47539,590,Crack'd Wheat,Hefeweizen,4.5,4.5,4.5,4.5,brentk56,4.5,"Appearance: Pours a slightly hazy honey color with the kind of head you would expect from a hefe and a drapery pattern of lace Smell: Plenty of the anticipated banana and clove aromatics, but also a nice dash of citrusy hops Taste: Opens like a hefe and lingers on the tongue like an APA; after the swallow, the flavor profile blends the best elements of both styles - lemon/banana tartness, clove and white pepper spice, and citrusy bitterness Mouthfeel: Medium to full body, very creamy, with moderate to high carbonation Drinkability: Expecting a run of the mill American Wheat, I am flabbergasted by how good this tastes; looking forward to my next trip to Wisconsin to pick up some more",1273615980,0.800000011920929
5.5,44152,5318,Ne Goeien Saison,Saison / Farmhouse Ale,4.0,4.0,5.0,4.5,PeprSprYoFace,4.0,Really just starting to open my eyes to the world of saisons. Pours an almost clear golden color with a nice white head that dissapated down to almost nothing. Not alot of lacing. Smells of citrus and yeast. Some malt character. Not a very strong smell. Tastes pretty good. Tastes pretty much exactly as it smells but with some spices going on. Pretty tasty. Mouthfeel seems very good. Nice carbonation levels for the type of beer. Overall a very tasty beer. I would session this beer for sure but I don't tend to do that since I like alot if variety.,1235353047,0.4000000059604645
5.5,47364,35,Samuel Adams Blackberry Witbier,Witbier,3.5,3.5,3.5,3.0,ThirstyHopHead,3.5,"Sample A bottle from the 2008 you decide campaign. Its actually a blackberry witbier per the label. A: The beer poured a amber orange color with minimal head that form a ring around the glass. S: Good blackberry intensity on the nose however it didn't really allow for the wheat aromas to shine. T: Upon tasting you definately get blackberries but the wheat and breadiness shine on the mouthfeel. Overall balance is good, not as sweet as I would have expected from the nose. M: A little on the light side for the style. D: Could easily toss a few of these back on a summer day!",1224821540,0.10000000149011612
6.0,1173,132,Santa's Private Reserve Ale,American Amber / Red Ale,4.0,4.5,4.5,4.0,GeoffRizzo,4.5,"Deep amber hue, hoppy nose, resembling an APA style. A wam-bam smack ya in the mouth northwester'n hop feel is noticed off the cuff, some sprucy/piney notes as well. Medium bodied, and a tinge on the creamy end. A definitive hop-palate, with the ever so famous hop burps. Grapefruit rinds and citrus blend in quite nicely. What a hop-head treat, an amber-red, no way, regardless, this is quite the winter warmer for sure, another treat from Rogue!",1075522544,0.4000000059604645
5.8,48165,4408,Son Of A Peach,American Pale Wheat Ale,4.0,4.0,4.0,4.0,mikesgroove,4.5,"Actually cracked my first ever bottle of this one tonight. I had been wanting to try it before, but this was the first time. Served cold and poured into a pint glass, this one was consumed on 10/20/2009. The pour was nice hazy light amber in color with a smooth overall look to it. Nice cloudiness to it and a nice head of white creeping up and over the top of the glass. Aroma is tight, loads of peach and spices coming through. Hints of cinnamon and nutmeg and loads of fresh peach notes. Nice crisp, clean flavor here. Fresh off the tree peach flavor, really very well done and I am officially impressed here. Crisp, fresh fruit, light notes of spice and a healthy dose of light grain notes. Soo friggin drinkable, wow. I really cannot say it enough, I am impressed. Perhaps my favoite beer of theirs I have ever had. This was just sublime at times. A great, great beer.",1256086751,0.6000000238418579
10.5,40057,3818,Gemini (Imperial Blended Ale),American Strong Ale,4.5,4.0,4.0,4.5,thain709,4.0,A - A beautiful hazy tint with a golden straw colored body...a creamy white head forms...about 2 fingers...retains a while and leaves great lacing S - Not as hoppy as I was expecting...piney and earthy hops with a surprising strong malt backbone T - The malts play a big role in this beer and leave it to be nicely balanced for a double IPA...once again all the pine and earth notes come out from the hops...the bottle listed five different kinds I think...yummy...the malt (caramel) provided a nice finish as it took away a harsh bitterness and left a bitter-sweet finish...the alcohol is hidden very well M - Medium bodied...crisp yet a little slick and no alcohol D - This is a very nice double IPA that has great balance to it...the 10.5% ABV is well hidden but I don't think you'd want to drink two of these in a night...I need to try Hoppe and Un-Earthly now so I can see how this was blended (great idea by the way),1251651115,0.30000001192092896
8.2,35391,15050,WinterCoat Double Hop,American Double / Imperial IPA,3.5,4.5,4.5,4.0,zoso1967,4.5,"Served a slightly brownish amber color, and was surprising clear for being cask ale. This beer has a wonderful fruity hop aroma with plenty of malt sweetness as well. Citrus hops seem to be at the forefront of the aroma, but I also detect some interesting berry like aromas. The flavor is very similar to the aroma in that it has a citrus hop character with grapefruit and orange zest, but faintly in the background I am also picking up what seems to be blueberry or blackberry flavors. Very interesting and quite delicious. Strong caramel malt backbone that seems perfectly balanced with a very smooth bitterness. This beer also has a definite earthy quality that comes out in the finish. Medium body with a nice balanced finish. I could drink many of these, and was shocked to find out it is 8% so be careful. This is a beer that I would seek out to have again.",1269276503,0.699999988079071
5.4,33814,8203,606 Ale,English India Pale Ale (IPA),3.0,4.0,4.0,3.5,elricorico,3.5,"A hard pour generates a very thin beige head on top of a beer that is almost a dark amber in colour. A thin ring is all that remains within only seconds. The hops smell floral, but don't dominate like you would expect in some IPA's. There is a toffee and toast malt smell within it, that is fairly prominent. Fairly nice in the aroma department. The taste follows the smell closely. A semi-sweet toasted toffee malt flavour, and a flowery hit of hops. Low bitterness, the sweetness is much more forward here. Pleasant, and interesting. The mouthfeel could certainly be fuller, but it is not watery. Lively carbonation feels about right for this beer, and compliments nicely. An easy drinking beer, if it wasn't 6.2% ABV it would be an easy choice for a session. As it stands, it is a nice anytime beer.",1179192874,0.4000000059604645
9.5,12013,158,Yeti Imperial Stout,Russian Imperial Stout,5.0,4.5,4.0,5.0,AgentMunky,4.0,"Poured from a 12 ounce bottle into Rochefort goblet. A: This beer pours like thick motor oil. Pitch black and completely impenetrable, even when held up to bright light. No bubbles or head at all. I am so impressed and intimidated by the appearance. S: Wow. Just wow. Lots of strong smells vying for attention. Alcohol and fruits complement a dark cocoa/coffee blend. The smell of this beer is almost a tangible entity. Very impressed. T: At first, I was unimpressed -- it wasn't nearly as strong or as bold as it looked or smelled. Then I swallowed, and BAM! flavours came out of nowhere. A slightly sticky berry burst was first, lasting for several seconds. It was replaced by a chalky feeling, as if I had just eaten very dark chocolate. This bitter taste, hinting also at coffee, lingers for minutes between sips. The main body is smooth but viscous, with a nutty, roasted flavour, largely bitter. M: The aftertaste alone provokes a 5.0 mouthfeel. The various sensations -- slick, sticky, drying, chalky -- are a complex series of strangeness. Captivating. O: If yetis drank beer, this is likely the one they would choose. Monstrously hefty, the label is correct is describing it as ""an onslaught of the senses."" This is not a caveat, but a recommendation! An imperial stout which fulfils my cravings for strong, dark, bitter, stout beer. Highly recommended, praised, even, but not obviously drinkable. I could not -- and would not want to -- drink more than one of these in an evening. However, I will definitely buy many more of these.",1280286192,0.0
9.0,30288,392,Double Simcoe IPA,American Double / Imperial IPA,4.5,4.0,4.0,4.5,canjeeps,4.5,"One look at this beer and I had to try it. Poured into the glass apperance is nice with about half inch of head. The smell is one of hops, slight piney. Best tasting dipa I have ever tasted. Very drinkable but after two you really feel the abv %. I really like this beer and can not get a enough of it.",1192292039,0.5
